FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES	REMARKS
F16779	MILK, SKIM, ACIDIFIED	MILK, SKIM, ACIDIFIED	A0148 B1201 C0235 E0123 F0022 G0001 H0200 H0248 J0001 K0001 M0001 N0001 P0024	
F16780	MILK, SKIM, CULTURED	MILK, SKIM, CULTURED	A0148 B1201 C0235 E0123 F0022 G0001 H0101 H0248 J0001 K0001 M0001 N0001 P0024	
F16877	MILK, SOUR, FLAVORED	MILK, SOUR, FLAVORED	A0148 B1297 C0235 E0123 F0001 G0001 H0101 H0117 J0001 K0001 M0001 N0001 P0024	
F6587	MILK, SPRAY-DRIED	MILK, SPRAY-DRIED	A0148 B1201 C0235 E0106 F0018 G0003 H0138 J0133 K0003 M0001 N0001 P0024	
F4396	MILK, STERILIZED	MILK, STERILIZED	A0148 B1201 C0235 E0123 F0014 G0003 H0001 J0123 K0003 M0001 N0001 P0024	
F5682	MILK, STERILIZED, LONG-LIFE, NONREFRIGERATED	MILK, STERILIZED, LONG-LIFE, NONREFRIGERATED	A0148 B1201 C0235 E0123 F0014 G0003 H0001 J0123 K0003 M0001 N0001 P0024	
F4465	MILK, STERILIZED, YOGURT-FLAVORED	MILK, STERILIZED, YOGURT-FLAVORED	A0148 B1201 C0235 E0123 F0014 G0003 H0117 J0123 K0003 M0001 N0001 P0024	
F7490	MILK, TUBERCULIN-FREE	MILK, TUBERCULIN-FREE	A0148 B1201 C0235 E0123 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
F1506	MILK, ULTRAHIGH TEMPERATURE	MILK, ULTRAHIGH TEMPERATURE	A0148 B1201 C0235 E0123 F0014 G0003 H0001 J0147 K0003 M0001 N0001 P0024	
F10618	MILK, ULTRAPASTEURIZED	MILK, ULTRAPASTEURIZED	A0148 B1297 C0235 E0123 F0018 G0003 H0001 J0148 K0003 M0001 N0001 P0024	
F2563	MILK, UNPASTEURIZED	MILK, UNPASTEURIZED	A0148 B1201 C0235 E0123 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 P0121	
F1496	MILK, VITAMIN D ADDED	MILK, VITAMIN D ADDED	A0148 B1201 C0235 E0123 F0018 G0003 H0194 H0214 J0135 K0003 M0001 N0001 P0024	
F4678	MILK, VITAMIN D, HOMOGENIZED	MILK, VITAMIN D, HOMOGENIZED	A0148 B1201 C0235 E0123 F0018 G0003 H0194 H0214 H0306 J0135 K0003 M0001 N0001 P0024	
F4696	MILK, VITAMIN D, PASTEURIZED, HOMOGENIZED	MILK, VITAMIN D, PASTEURIZED, HOMOGENIZED	A0148 B1201 C0235 E0123 F0018 G0003 H0194 H0214 J0135 K0003 M0001 N0001 P0024	
F4390	MILK, WHOLE, RECONSTITUTED	MILK, WHOLE, RECONSTITUTED	A0148 B1201 C0235 E0123 F0018 G0003 H0259 J0135 K0003 M0001 N0001 P0024	
F11419	MILK-BASED DESSERT, FROZEN	MILK-BASED DESSERT, FROZEN	A0114 B1201 C0235 E0130 F0018 G0003 H0117 J0136 K0003 M0001 N0001 P0024	
F15955	MILK-BASED PREPARATION (DESSERTS AND SIMILAR PRODUCTS), ENERGY REDUCED	MILK-BASED PREPARATION (DESSERTS AND SIMILAR PRODUCTS), ENERGY REDUCED	A0001 B1297 C0235 E0001 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024 P0034	
F16269	MILK-BASED PRODUCT WITH FRUIT PREPARATIONS, CALORIE REDUCED	MILK-BASED PRODUCT WITH FRUIT PREPARATIONS, CALORIE REDUCED	A0148 B1297 C0235 E0001 F0001 G0001 H0147 J0001 K0001 M0001 N0001 P0024 P0034	
F16270	MILK-BASED PRODUCT WITH NON-FRUIT PREPARATIONS, CALORIE REDUCED	MILK-BASED PRODUCT WITH NON-FRUIT PREPARATIONS, CALORIE REDUCED	A0148 B1297 C0235 E0001 F0001 G0001 H0225 J0001 K0001 M0001 N0001 P0024 P0034	
F15956	MILK-DERIVATIVE-BASED PREPARATION (DESSERTS AND SIMILAR PRODUCTS), ENERGY REDUCED	MILK-DERIVATIVE-BASED PREPARATION (DESSERTS AND SIMILAR PRODUCTS), ENERGY REDUCED	A0001 B1297 C0235 E0001 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024 P0034	
F17042	MILK-DERIVATIVE-BASED PREPARATIONS (DESSERTS AND SIMILAR PRODUCTS) WITH NO  ADDED SUGAR	MILK-DERIVATIVE-BASED PREPARATIONS (DESSERTS AND SIMILAR PRODUCTS) WITH NO  ADDED SUGAR	A0148 B1297 C0235 E0001 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024 P0091	
F9208	MILKER HERRING	MILKER HERRING	A0267 B1414 C0120 E0150 F0003 G0003 H0173 H0253 J0137 K0003 M0001 N0001 P0024	
F11723	MILKFISH IN OIL, CANNED	MILKFISH IN OIL, CANNED	A0267 B1909 C0175 E0150 F0014 G0003 H0001 J0123 K0026 M0194 N0001 P0024	
F9108	MILKFISH, RAW	MILKFISH, RAW	A0267 B1909 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F11119	MILKSHAKE, CHOCOLATE-FLAVORED	MILKSHAKE, CHOCOLATE-FLAVORED	A0148 B1201 C0235 E0139 F0018 G0003 H0119 H0158 H0178 H0227 H0231 H0253 J0001 K0003 M0001 N0001 P0024	
F9702	MILLET	MILLET	A0125 B1285 C0133 E0150 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
F10137	MILLET FLOUR	MILLET FLOUR	A0125 B1285 C0155 E0106 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
F11421	MILO MAIZE OIL	MILO MAIZE OIL	A0129 B1448 C0190 E0139 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
F11968	MILUMIL (FORMERLY APTAMIL STAGE 2) IRON FORTIFIED INFANT FORMULA, GRANULES	MILUMIL (FORMERLY APTAMIL STAGE 2) IRON FORTIFIED INFANT FORMULA, GRANULES		
F12001	MILUPA HOM I METHIONINE FREE INFANT FORMULA, POWDERED	MILUPA HOM I METHIONINE FREE INFANT FORMULA, POWDERED		
F12002	MILUPA LYS I, LYSINE FREE, INFANT FORMULA, POWDERED	MILUPA LYS I, LYSINE FREE, INFANT FORMULA, POWDERED		
F12003	MILUPA MSUD I, ISOLEUCINE, LEUCINE AND VALINE FREE INFANT FORMULA, POWDERED	MILUPA MSUD I, ISOLEUCINE, LEUCINE AND VALINE FREE INFANT FORMULA, POWDERED		
F3690	MILWAUKEE CHEESE	MILWAUKEE CHEESE	A0109 B1201 C0245 E0119 F0018 G0003 H0107 J0135 K0003 M0001 N0001 P0024	
F17432	MIMOLETTE CHEESE	MIMOLETTE CHEESE		
F15519	MINARINE	MINARINE	A0231 B1017 C0190 E0151 F0018 G0001 H0247 J0135 K0001 M0001 N0001 P0024	
F5824	MINCE PIE	MINCE PIE	A0253 B1140 C0167 E0105 F0014 G0003 H0136 H0151 H0152 H0160 H0191 H0207 H0262 J0001 K0003 M0001 N0001 P0024	
F5823	MINCE PIE FILLING, FROZEN	MINCE PIE FILLING, FROZEN	A0143 B1140 C0167 E0134 F0001 G0003 H0191 J0136 K0003 M0001 N0001 P0024	
F17416	MINCED MEAT, PREPACKED PREPARATION, FRESH	MINCED MEAT, PREPACKED PREPARATION, FRESH		
F5810	MINCEMEAT	MINCEMEAT	A0143 B1140 C0167 E0134 F0001 G0003 H0136 H0151 H0160 H0191 H0262 J0001 K0003 M0001 N0001 P0024	
F5817	MINCEMEAT, BRANDIED	MINCEMEAT, BRANDIED	A0143 B1140 C0167 E0134 F0001 G0003 H0136 H0151 H0160 H0191 H0262 J0001 K0003 M0001 N0001 P0024	
F1328	MINERAL WATER	MINERAL WATER	A0112 B1288 C0005 E0123 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
F7413	MINERAL WATER, ALKALINE, BOTTLED	MINERAL WATER, ALKALINE, BOTTLED	A0112 B1288 C0005 E0123 F0001 G0003 H0001 J0121 K0003 M0001 N0001 P0024	
F7411	MINERAL WATER, BOTTLED	MINERAL WATER, BOTTLED	A0112 B1288 C0005 E0123 F0003 G0003 H0001 J0121 K0003 M0203 N0001 P0024	
F7294	MINERAL WATER, CARBONATED	MINERAL WATER, CARBONATED	A0241 B1288 C0005 E0123 F0001 G0003 H0109 J0001 K0003 M0001 N0001 P0024	
F10668	MINERAL WATER, FRUIT ESSENCE ADDED	MINERAL WATER, FRUIT ESSENCE ADDED	A0112 B1288 C0005 E0123 F0001 G0003 H0100 J0001 K0003 M0001 N0001 P0024	
F10667	MINERAL WATER, SPARKLING, MINERALS ADDED	MINERAL WATER, SPARKLING, MINERALS ADDED	A0241 B1288 C0005 E0123 F0001 G0003 H0159 H0175 J0001 K0003 M0001 N0001 P0024	
F4952	MINESTRONE SOUP	MINESTRONE SOUP	A0243 B1659 C0133 E0149 F0014 G0001 H0212 H0227 J0001 K0003 M0001 N0001 P0024	
F4089	MINESTRONE SOUP WITH MEAT	MINESTRONE SOUP WITH MEAT	A0243 B1659 C0133 E0149 F0014 G0001 H0191 H0212 H0227 J0001 K0003 M0001 N0001 P0024	
F4188	MINESTRONE SOUP WITH POULTRY	MINESTRONE SOUP WITH POULTRY	A0243 B1659 C0133 E0149 F0014 G0001 H0171 H0212 H0227 J0001 K0003 M0001 N0001 P0024	
F11800	MINIATURE TOMATO	MINIATURE TOMATO	A0152 B1608 C0140 E0150 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024	
F10484	MINITROUT, RAW	MINITROUT, RAW	A0267 B1365 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F10622	MINNOW, RAW	MINNOW, RAW	A0267 B1922 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F3760	MINT CANDY	MINT CANDY	A0204 B1012 C0210 E0147 F0014 G0003 H0100 J0001 K0003 M0001 N0001 P0024	
F9600	MINT CANDY, ARTIFICIALLY SWEETENED	MINT CANDY, ARTIFICIALLY SWEETENED	A0204 B0001 C0001 E0147 F0014 G0003 H0100 H0108 J0001 K0003 M0001 N0001 P0024 P0045	
F5875	MINT JELLY	MINT JELLY	A0179 B1012 C0108 E0119 F0014 G0003 H0145 H0147 H0227 J0001 K0003 M0001 N0001 P0024	
F6233	MINT JULEP	MINT JULEP	A0278 B1379 C0155 E0149 F0014 G0003 H0158 H0229 H0232 H0270 J0001 K0003 M0001 N0001 P0024	
F6079	MINT JULEP JELL	MINT JULEP JELL	A0179 B1012 C0210 E0119 F0014 G0003 H0117 H0145 H0160 H0200 J0001 K0003 M0001 N0001 P0024	
F1909	MINT TEA, DRY	MINT TEA, DRY	A0268 B1267 C0200 E0100 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
F4514	MINT-FLAVORED BEVERAGE SYRUP	MINT-FLAVORED BEVERAGE SYRUP	A0241 B1012 C0108 E0139 F0014 G0003 H0117 H0200 J0001 K0003 M0001 N0001 P0024 Z0091	
F5299	MIRACLE FRUIT CONCENTRATE	MIRACLE FRUIT CONCENTRATE	A0143 B2030 C0167 E0119 F0001 G0003 H0138 J0001 K0003 M0001 N0001 P0024	
F5298	MIRACLE FRUIT, RAW	MIRACLE FRUIT, RAW	A0143 B2030 C0140 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
F10729	MIRIN, JAPANESE	MIRIN, JAPANESE	A0215 B1322 C0208 E0123 F0001 G0003 H0136 H0232 H0253 J0001 K0003 M0001 N0001 P0024	
F1971	MISO	MISO	A0133 B1452 C0133 E0144 F0014 G0003 H0128 H0173 H0253 J0104 K0003 M0001 N0001 P0024	
F15474	MISO PICKLE	MISO PICKLE	A0271 B1579 C0001 E0151 F0001 G0001 H0190 H0229 J0001 K0001 M0001 N0001 P0024	
F6324	MISTLETOE TEA, DRY	MISTLETOE TEA, DRY	A0268 B2052 C0174 E0151 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
F17454	MISTRA	MISTRA		
F16998	MITSUMAME, PACKED IN CAN	MITSUMAME, PACKED IN CAN	A0172 B1012 C0210 E0151 F0014 G0001 H0375 J0123 K0001 M0194 N0001 P0024	
F16999	MITSUMAME, PACKED IN PLASTIC	MITSUMAME, PACKED IN PLASTIC	A0172 B1012 C0210 E0151 F0014 G0001 H0001 J0001 K0001 M0172 N0036 P0024	
F12000	MIUPA HIST I HISTIDINE FREE INFANT FORMULA, POWDERED	MIUPA HIST I HISTIDINE FREE INFANT FORMULA, POWDERED		
F5785	MIXED FRUIT JAM	MIXED FRUIT JAM	A0251 B1140 C0167 E0134 F0014 G0003 H0136 J0001 K0003 M0001 N0001 P0024	
F7162	MIXED FRUIT PRESERVES	MIXED FRUIT PRESERVES	A0251 B1140 C0167 E0134 F0014 G0003 H0136 H0147 J0001 K0003 M0001 N0001 P0024	
F4652	MIXED FRUIT SPREAD	MIXED FRUIT SPREAD	A0197 B1140 C0167 E0144 F0001 G0003 H0136 J0001 K0003 M0001 N0001 P0024	
F11136	MIXED VEGETABLES OR GARDEN VEGETABLES, STRAINED OR JUNIOR FOOD, IN JAR	MIXED VEGETABLES OR GARDEN VEGETABLES, STRAINED OR JUNIOR FOOD, IN JAR	A0152 B1579 C0174 E0103 F0014 G0003 H0212 J0123 K0003 M0135 N0036 N0040 P0020	
F3882	MIXED VEGETABLES, CANNED	MIXED VEGETABLES, CANNED	A0152 B1579 C0174 E0151 F0018 G0003 H0001 J0123 K0017 M0194 N0001 P0024	
F10847	MIXED VEGETABLES, FROZEN	MIXED VEGETABLES, FROZEN	A0152 B1579 C0174 E0151 F0001 G0003 H0212 J0136 K0003 M0001 N0001 P0024	
F1962	MIXED VEGETABLES, PICKLED	MIXED VEGETABLES, PICKLED	A0271 B1567 C0262 E0104 F0001 G0003 H0151 H0166 H0190 H0200 H0212 H0253 J0001 K0001 M0001 N0001 P0024	
F17277	MIXTURE OF RENDERED ANIMAL FAT AND VEGETABLE FAT	MIXTURE OF RENDERED ANIMAL FAT AND VEGETABLE FAT	A0129 B0001 C0001 E0001 F0022 G0001 H0262 H0263 J0001 K0001 M0001 N0001 P0024	
F17628	MIXTURE OF RENDERED POULTRY FAT AND VEGETABLE FAT	MIXTURE OF RENDERED POULTRY FAT AND VEGETABLE FAT		
F16686	MIXTURES OF REFINED OLIVE OIL AND REFINED OLIVE OIL RESIDUE	MIXTURES OF REFINED OLIVE OIL AND REFINED OLIVE OIL RESIDUE	A0129 B1299 C0190 E0102 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024	
F4170	MOCHA MIX	MOCHA MIX	A0272 B1318 C0132 E0001 F0014 G0003 H0119 H0151 H0253 J0001 K0003 M0001 N0001 P0024 Z0074	
F1349	MOLASSES	MOLASSES	A0118 B1012 C0207 E0139 F0001 G0003 H0138 J0001 K0003 M0001 N0001 P0024	
F3166	MOLASSES COOKIE	MOLASSES COOKIE	A0203 B1312 C0208 E0140 F0014 G0005 H0156 H0186 H0227 J0001 K0003 M0001 N0001 P0024	
F3104	MOLASSES, DRIED	MOLASSES, DRIED	A0118 B1012 C0207 E0136 F0014 G0001 H0138 J0116 K0003 M0001 N0001 P0024	
F15857	MOLASSES, FANCY	MOLASSES, FANCY	A0118 B1378 C0207 E0102 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024	
F15858	MOLASSES, REFINER'S	MOLASSES, REFINER'S	A0118 B1378 C0207 E0102 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024	
F15859	MOLASSES, TABLE	MOLASSES, TABLE	A0118 B1378 C0207 E0139 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024	
F6447	MOLD-RIPENED CHEESE	MOLD-RIPENED CHEESE	A0281 B1134 C0245 E0151 F0001 G0003 H0253 H0331 J0001 K0003 M0001 N0001 P0024	
F5007	MOLE SAUCE	MOLE SAUCE	A0286 B1276 C0140 E0103 F0014 G0003 H0119 H0151 H0177 H0212 H0227 H0231 H0253 J0001 K0003 M0001 N0001 P0024	
F15992	MOLLUSC MARINADE	MOLLUSC MARINADE	A0267 B2112 C0173 E0001 F0001 G0003 H0396 J0001 K0001 M0001 N0001 P0024	
F17067	MOLLUSC PRODUCTS, FULLY PRESERVED	MOLLUSC PRODUCTS, FULLY PRESERVED	A0267 B2112 C0173 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024	
F17498	MOLLUSC, CANNED	MOLLUSC, CANNED	A0267 B2112 C0173 E0151 F0014 G0003 H0001 J0123 K0001 M0194 N0001 P0024	
F17555	MOLLUSCS, FROZEN	MOLLUSCS, FROZEN	A0267 B2112 C0173 E0151 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024	
F17407	MOLLUSCS, UNPROCESSED, DEEP-FROZEN	MOLLUSCS, UNPROCESSED, DEEP-FROZEN	A0267 B2112 C0173 E0151 F0003 G0003 H0003 J0136 K0003 M0001 N0001 P0024	
F17406	MOLLUSCS, UNPROCESSED, FROZEN	MOLLUSCS, UNPROCESSED, FROZEN	A0267 B2112 C0173 E0151 F0003 G0003 H0003 J0136 K0003 M0001 N0001 P0024	
F8769	MOLLUSK, RAW	MOLLUSK, RAW	A0267 B2112 C0173 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F8770	MOLLUSK, RAW, FROZEN	MOLLUSK, RAW, FROZEN	A0267 B2112 C0173 E0150 F0003 G0003 H0003 J0136 K0003 M0001 N0001 P0024	
F4004	MONGOLIAN SAUCE	MONGOLIAN SAUCE	A0286 B0001 C0001 E0001 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
F10912	MONTASIO CHEESE	MONTASIO CHEESE	A0168 B1201 C0245 E0151 F0001 G0003 H0107 H0253 J0001 K0003 M0001 N0001 P0024	
F2918	MONTEREY CHEESE	MONTEREY CHEESE	A0281 B1201 C0245 E0151 F0018 G0003 H0107 H0253 J0135 K0003 M0001 N0001 P0024	
F11068	MONTEREY JACK CHEESE, MADE FROM RAW MILK	MONTEREY JACK CHEESE, MADE FROM RAW MILK	A0281 B1201 C0245 E0151 F0003 G0003 H0107 H0253 J0001 K0003 M0001 N0001 P0024	
F15292	MOOK (VEGETABLE OR NUT)	MOOK (VEGETABLE OR NUT)	A0179 B1347 C0174 E0144 F0014 G0001 H0177 H0212 J0001 K0001 M0001 N0001 P0024	
F9912	MOONFISH, RAW	MOONFISH, RAW	A0267 B2143 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F6537	MOREL, CANNED	MOREL, CANNED	A0152 B2032 C0150 E0151 F0014 G0003 H0001 J0123 K0001 M0194 N0001 P0024	
F4036	MORNAY SAUCE	MORNAY SAUCE	A0286 B1201 C0235 E0139 F0014 G0003 H0143 H0152 H0271 J0001 K0003 M0001 N0001 P0024	
F9842	MOROCCO BEAN, RAW	MOROCCO BEAN, RAW	A0152 B1567 C0158 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F11682	MORTADELLA	MORTADELLA	A0221 B1105 C0268 E0147 F0014 G0003 H0138 H0172 H0227 H0253 J0001 K0003 M0001 N0001 P0024	
F17504	MOSTARDA DI FRUTTA	MOSTARDA DI FRUTTA	A0179 B2069 C0133 E0144 F0001 G0001 H0147 J0001 K0001 M0001 N0001 P0024	
F9719	MOTH BEAN, RAW	MOTH BEAN, RAW	A0152 B1920 C0133 E0150 F0003 G0003 H0001 J0001 K0001 M0001 N0001 P0024	
F11942	MOTHER'S CHOICE FOLLOW-UP INFANT FORMULA, POWDER	MOTHER'S CHOICE FOLLOW-UP INFANT FORMULA, POWDER		
F11941	MOTHER'S CHOICE STARTER FORMULA, POWDER	MOTHER'S CHOICE STARTER FORMULA, POWDER		
F10130	MOUNTAIN ASH BERRY	MOUNTAIN ASH BERRY	A0143 B1231 C0140 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F4814	MOUNTAIN WATER	MOUNTAIN WATER	A0112 B1217 C0005 E0123 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
F15574	MOUSSE	MOUSSE	A0222 B1297 C0195 E0144 F0022 G0003 H0165 H0178 H0202 J0001 K0001 M0001 N0001 P0024	
F5718	MOUSSE MIX, DRY	MOUSSE MIX, DRY	A0219 B1201 C0235 E0106 F0014 G0003 H0136 H0138 H0146 H0221 J0116 K0003 M0001 N0001 P0024 Z0090	
F9636	MOUTHBROODER FISH, RAW	MOUTHBROODER FISH, RAW	A0267 B1831 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F3578	MOZZARELLA CHEESE	MOZZARELLA CHEESE	A0185 B1134 C0245 E0151 F0018 G0003 H0107 J0135 K0003 M0001 N0001 P0024	
F16862	MOZZARELLA CHEESE, LOW MOISTURE	MOZZARELLA CHEESE, LOW MOISTURE	A0185 B1201 C0245 E0151 F0001 G0003 H0107 J0001 K0003 M0001 N0001 P0024	
F3579	MOZZARELLA CHEESE, LOW-MOISTURE, PART-SKIM	MOZZARELLA CHEESE, LOW-MOISTURE, PART-SKIM	A0185 B1134 C0245 E0151 F0001 G0003 H0107 H0138 H0247 J0001 K0003 M0001 N0001 P0024	
F1788	MOZZARELLA CHEESE, MADE WITH WHOLE MILK, NATURAL	MOZZARELLA CHEESE, MADE WITH WHOLE MILK, NATURAL	A0185 B1134 C0245 E0151 F0001 G0003 H0107 J0001 K0003 M0001 N0001 P0024	
F3877	MOZZARELLA CHEESE, PART-SKIM	MOZZARELLA CHEESE, PART-SKIM	A0185 B1134 C0245 E0151 F0018 G0003 H0107 H0247 J0135 K0003 M0001 N0001 P0024	
F11904	MSUD, IRON FORTIFIED, NO LEUCINE, ISOLEUCINE OR VALINE INFANT FORMULA, POWDER	MSUD, IRON FORTIFIED, NO LEUCINE, ISOLEUCINE OR VALINE INFANT FORMULA, POWDER		
F3682	MUENSTER CHEESE	MUENSTER CHEESE	A0281 B1201 C0245 E0151 F0001 G0003 H0107 H0253 J0001 K0003 M0001 N0001 P0024	
F9530	MUFFIN	MUFFIN	A0183 B1324 C0155 E0105 F0014 G0005 H0158 H0184 H0186 J0001 K0003 M0001 N0001 P0024	
F17707	MUFFIN, YEAST-LEAVENED	MUFFIN, YEAST-LEAVENED		
F6457	MULE MEAT, RAW	MULE MEAT, RAW	A0150 B2093 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F8934	MULLET FILLET, CANNED	MULLET FILLET, CANNED	A0267 B1287 C0125 E0150 F0014 G0003 H0001 J0123 K0003 M0194 N0001 P0024	
F2073	MULLET ROE, SALTED, AIR-DRIED	MULLET ROE, SALTED, AIR-DRIED	A0267 B1287 C0202 E0150 F0001 G0003 H0138 H0173 J0116 K0003 M0001 N0001 P0024	
F8929	MULLET, CANNED	MULLET, CANNED	A0267 B1287 C0175 E0151 F0014 G0003 H0001 J0123 K0003 M0001 N0001 P0024	
F8020	MULLET, RAW	MULLET, RAW	A0267 B1287 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F8928	MULLET, SMOKED	MULLET, SMOKED	A0267 B1287 C0175 E0151 F0001 G0003 H0172 J0001 K0003 M0001 N0001 P0024	
F1220	MULTER BERRY	MULTER BERRY	A0143 B1231 C0167 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F2478	MULTIGRAIN BREAD	MULTIGRAIN BREAD	A0178 B1312 C0133 E0147 F0014 G0003 H0136 H0152 H0256 J0001 K0003 M0001 N0001 P0024	
F15034	MULTIVITAMIN FOOD SUPPLEMENT, CHEWABLE	MULTIVITAMIN FOOD SUPPLEMENT, CHEWABLE	A0308 B0001 C0001 E0151 F0001 G0001 H0163 H0194 J0001 K0001 M0001 N0001 P0024	
F15171	MULTIVITAMIN PREPARATION	MULTIVITAMIN PREPARATION	A0308 B0001 C0001 E0001 F0001 G0001 H0163 H0194 J0001 K0001 M0001 N0001 P0024	
F15132	MULTIVITAMIN PREPARATION, LIQUID	MULTIVITAMIN PREPARATION, LIQUID	A0308 B0001 C0001 E0130 F0001 G0003 H0163 H0194 J0001 K0003 M0001 N0001 P0023 P0024	
F1446	MUNG BEAN SPROUT, RAW	MUNG BEAN SPROUT, RAW	A0152 B1395 C0183 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
F1775	MUNG BEAN, DRY, RAW	MUNG BEAN, DRY, RAW	A0152 B1395 C0133 E0150 F0003 G0001 H0138 J0116 K0003 M0001 N0001 P0024	
F1275	MUNG BEAN, RAW	MUNG BEAN, RAW	A0152 B1395 C0133 E0150 F0001 G0003 H0003 J0001 K0001 M0001 N0001 P0024	
F17355	MUSCLE TISSUE, RAW	MUSCLE TISSUE, RAW	A0150 B1134 C0175 E0151 F0003 G0003 H0001 J0001 K0001 M0001 N0001 P0024	
F5312	MUSHROOM GRAVY	MUSHROOM GRAVY	A0286 B0001 C0001 E0138 F0014 G0003 H0152 H0166 H0227 J0001 K0003 M0001 N0001 P0024	
F6498	MUSHROOM IN BUTTER	MUSHROOM IN BUTTER	A0152 B1467 C0150 E0151 F0001 G0003 H0271 J0001 K0026 M0001 N0001 P0024	
F2589	MUSHROOM IN BUTTERED SAUCE	MUSHROOM IN BUTTERED SAUCE	A0152 B1467 C0150 E0151 F0001 G0003 H0271 J0001 K0033 M0001 N0001 P0024	
F1393	MUSHROOM MYCELIUM	MUSHROOM MYCELIUM	A0152 B1467 C0247 E0001 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
F6491	MUSHROOM PASTE	MUSHROOM PASTE	A0133 B1467 C0150 E0119 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
F6494	MUSHROOM POWDER	MUSHROOM POWDER	A0133 B1467 C0150 E0106 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
F16480	MUSHROOM PRODUCE IN SOUR PICKLE	MUSHROOM PRODUCE IN SOUR PICKLE	A0271 B1467 C0150 E0151 F0001 G0001 H0190 H0200 J0001 K0001 M0001 N0001 P0024	
F10677	MUSHROOM PUREE	MUSHROOM PUREE	A0152 B1467 C0150 E0103 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
F7180	MUSHROOM QUICHE	MUSHROOM QUICHE	A0284 B1713 C0225 E0105 F0001 G0003 H0166 H0207 H0242 J0001 K0003 M0001 N0001 P0024	
F2590	MUSHROOM SAUCE	MUSHROOM SAUCE	A0286 B1467 C0150 E0121 F0014 G0003 H0227 H0262 J0001 K0003 M0001 N0001 P0024	
F2597	MUSHROOM SAUCE WITH SLICED MUSHROOMS	MUSHROOM SAUCE WITH SLICED MUSHROOMS	A0286 B1467 C0150 E0138 F0014 G0003 H0227 H0262 J0001 K0003 M0001 N0001 P0024	
F4954	MUSHROOM SOUP	MUSHROOM SOUP	A0198 B1467 C0150 E0130 F0014 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
F4249	MUSHROOM SOUP MIX	MUSHROOM SOUP MIX	A0198 B1467 C0150 E0151 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024 Z0090	
F10321	MUSHROOM SOUP, CANNED	MUSHROOM SOUP, CANNED	A0243 B1467 C0150 E0149 F0014 G0001 H0229 J0123 K0003 M0194 N0001 P0024	
F6532	MUSHROOM STEMS AND PIECES, CANNED	MUSHROOM STEMS AND PIECES, CANNED	A0152 B1467 C0150 E0152 F0014 G0003 H0001 J0123 K0001 M0194 N0001 P0024	
F4185	MUSHROOM STOCK CUBE	MUSHROOM STOCK CUBE	A0243 B0001 C0001 E0140 F0001 G0003 H0138 H0166 H0173 J0116 K0003 M0173 N0039 P0024 Z0090	
